issue_key,rule,file,baseline_line,work
AaCOHy6A9tFduPng09_X,typescript:S7773,web/src/components/settings/wizard/Step3StreamConfig.tsx,260,new
AaCOHy6A9tFduPng09_Y,typescript:S7773,web/src/components/settings/wizard/Step3StreamConfig.tsx,261,new
AaCOHy6A9tFduPng09_Z,typescript:S7773,web/src/components/settings/wizard/Step3StreamConfig.tsx,269,new
AaCOHy6g9tFduPng09_v,typescript:S7773,web/src/components/settings/wizard/Step4Validation.tsx,101,new
AaCOHy6g9tFduPng09_w,typescript:S7773,web/src/components/settings/wizard/Step4Validation.tsx,102,new
AaCOHy6g9tFduPng09_x,typescript:S7773,web/src/components/settings/wizard/Step4Validation.tsx,110,new
AaCOHy6g9tFduPng09_4,typescript:S7773,web/src/components/settings/wizard/Step4Validation.tsx,617,new
AaCOHy6g9tFduPng09_5,typescript:S7773,web/src/components/settings/wizard/Step4Validation.tsx,617,new
AaCOHza99tFduPng0-KS,typescript:S7773,web/src/components/timeline/DetailStream.tsx,126,new
AaCOHzeh9tFduPng0-Lp,typescript:S7773,web/src/components/trigger/wizard/Step3ThresholdAndActions.tsx,128,new
AaCOHzeh9tFduPng0-Lq,typescript:S7773,web/src/components/trigger/wizard/Step3ThresholdAndActions.tsx,129,new
AaCOHzFu9tFduPng0-C0,typescript:S7773,web/src/components/ui/calendar-range.tsx,49,new
AaCOHzpV9tFduPng0-PC,typescript:S7773,web/src/hooks/use-date-utils.ts,111,new
AaCOHzo09tFduPng0-O7,typescript:S7773,web/src/hooks/use-stats.ts,134,new
AaCOHzo09tFduPng0-O8,typescript:S7773,web/src/hooks/use-stats.ts,137,new
AaCOHzo09tFduPng0-O9,typescript:S7773,web/src/hooks/use-stats.ts,143,new
AaCOHzo09tFduPng0-O-,typescript:S7773,web/src/hooks/use-stats.ts,154,new
AaCOHzlf9tFduPng0-OC,typescript:S7773,web/src/utils/canvasUtil.ts,73,new
AaCOHzlf9tFduPng0-OD,typescript:S7773,web/src/utils/canvasUtil.ts,74,new
AaCOHzkf9tFduPng0-Nm,typescript:S7773,web/src/utils/colorUtil.ts,30,new
AaCOHzlp9tFduPng0-OG,typescript:S7773,web/src/utils/dateUtil.ts,153,new
AaCOHzlp9tFduPng0-OJ,typescript:S7773,web/src/utils/dateUtil.ts,246,new
AaCOHzlp9tFduPng0-OK,typescript:S7773,web/src/utils/dateUtil.ts,251,new
AaCOHzlp9tFduPng0-OL,typescript:S7773,web/src/utils/dateUtil.ts,303,new
AaCOHzlp9tFduPng0-ON,typescript:S7773,web/src/utils/dateUtil.ts,328,new
AaCOHzlp9tFduPng0-OO,typescript:S7773,web/src/utils/dateUtil.ts,329,new
AaCOHzlp9tFduPng0-OQ,typescript:S7773,web/src/utils/dateUtil.ts,343,new
AaCOHzlp9tFduPng0-OR,typescript:S7773,web/src/utils/dateUtil.ts,438,new
AaCOHzlp9tFduPng0-OU,typescript:S7773,web/src/utils/dateUtil.ts,531,new
AaCOHzk69tFduPng0-N2,typescript:S7773,web/src/utils/storageUtil.ts,2,new
AaCOHzsv9tFduPng0-Qd,typescript:S7773,web/src/views/classification/ModelTrainingView.tsx,933,new
AaCOHztd9tFduPng0-RB,typescript:S7773,web/src/views/events/EventView.tsx,710,new
AaCOHztd9tFduPng0-RC,typescript:S7773,web/src/views/events/EventView.tsx,711,new
AaCOHztd9tFduPng0-RD,typescript:S7773,web/src/views/events/EventView.tsx,754,new
AaCOHztO9tFduPng0-Q7,typescript:S7773,web/src/views/events/MotionPreviewsPane.tsx,809,new
AaCOHzuE9tFduPng0-Rd,typescript:S7773,web/src/views/live/DraggableGridLayout.tsx,317,new
AaCOHzvH9tFduPng0-SZ,typescript:S7773,web/src/views/motion-search/MotionSearchDialog.tsx,658,new
AaCOHzvH9tFduPng0-Sa,typescript:S7773,web/src/views/motion-search/MotionSearchDialog.tsx,659,new
AaCOHzvH9tFduPng0-Sb,typescript:S7773,web/src/views/motion-search/MotionSearchDialog.tsx,660,new
AaCOHzvH9tFduPng0-Sc,typescript:S7773,web/src/views/motion-search/MotionSearchDialog.tsx,725,new
AaCOHzvH9tFduPng0-Sd,typescript:S7773,web/src/views/motion-search/MotionSearchDialog.tsx,726,new
AaCOHzvH9tFduPng0-Se,typescript:S7773,web/src/views/motion-search/MotionSearchDialog.tsx,727,new
AaCOHzqH9tFduPng0-PU,typescript:S7773,web/src/views/settings/MasksAndZonesView.tsx,344,new
AaCOHzqH9tFduPng0-PY,typescript:S7773,web/src/views/settings/MasksAndZonesView.tsx,684,new
AaCOHzsV9tFduPng0-QK,typescript:S7773,web/src/views/settings/UiSettingsView.tsx,243,new
AaCOHzsV9tFduPng0-QL,typescript:S7773,web/src/views/settings/UiSettingsView.tsx,321,new
AaCOHzsV9tFduPng0-QM,typescript:S7773,web/src/views/settings/UiSettingsView.tsx,356,new
